max_features,ngram_range,min_df,max_df,stop_words,strip_accents,lowercase,init,n_init,max_iter,n_clusters,random_state,inertia,silhouette
350,"(1, 3)",12,0.35,english,ascii,True,k-means++,10,1000,19,100,331.1853260664442,0.04932141293190868
350,"(1, 3)",12,0.35,english,ascii,True,k-means++,10,1000,20,100,327.3189901811078,0.052950746791246624
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,2,100,401.0033377605955,0.02542583030567613
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,3,100,391.2566622438877,0.03253142920822627
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,4,100,384.35508283810293,0.03529409366705766
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,5,100,378.51645658294285,0.038225035817929194
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,6,100,373.8584718784023,0.03519896438793554
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,7,100,369.13476497163015,0.037096970443547754
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,8,100,365.2418144015021,0.03909420993102535
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,9,100,358.63676041403767,0.041317717893510277
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,10,100,358.60096971414544,0.04411520378194886
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,11,100,352.00130071520175,0.046394015343761766
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,12,100,351.9189957564611,0.025720858101907242
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,13,100,345.09701143711163,0.04668375702577249
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,14,100,346.94554829159216,0.03219633739047046
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,15,100,337.3034883250174,0.04980877717259771
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,16,100,345.5665382071973,0.01913413776237641
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,17,100,334.14032419519833,0.040949968369799354
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,18,100,338.3281247010964,0.04198657394082477
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,19,100,332.30845674806744,0.0443124827652082
350,"(1, 3)",12,0.4,english,ascii,True,k-means++,10,1000,20,100,332.086852704275,0.045128167404519526
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.45,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.5,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.55,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.6,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.65,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.7,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,2,100,394.3682477769596,0.03261552033802436
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,3,100,385.0911874352177,0.03662777290914686
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,4,100,379.2218116067909,0.038864724219683684
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,5,100,373.0240649115374,0.041983974984565714
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,6,100,367.7147466179657,0.04567094050569706
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,7,100,363.0291694123089,0.04390589530612938
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,8,100,359.73859093463415,0.03992904967804082
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,9,100,353.51734710245097,0.048874984363246624
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,10,100,354.4570904636541,0.028010383992685173
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,11,100,347.0850972561233,0.05596996470690915
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,12,100,340.62487336403063,0.057962471521358964
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,13,100,339.98387824935253,0.05291800909585397
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,14,100,341.91449512477357,0.03126067732490989
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,15,100,333.395135925211,0.054167727128525724
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,16,100,338.9982067968451,0.01053165446975531
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,17,100,331.05568570498536,0.036630998047809546
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,18,100,326.9207965525783,0.0494945700173716
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,19,100,324.34035488857637,0.03226008408483528
350,"(1, 3)",12,0.75,english,ascii,True,k-means++,10,1000,20,100,319.01027679501465,0.05136088321804553
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,2,100,400.79974417921153,0.028120002856125228
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,3,100,391.75053911455365,0.03485809845162845
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,4,100,385.37074716260287,0.03567473914794358
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,5,100,378.62439025642016,0.040388994585962776
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,6,100,371.59586133437216,0.04465629450580398
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,7,100,366.8922289198266,0.048533043639654556
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,8,100,363.7755220605209,0.04845198002225837
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,9,100,358.6515924681229,0.04384369391784061
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,10,100,354.9338339836971,0.05185871962214159
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,11,100,353.13443955235414,0.0391013813235511
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,12,100,355.84990319535234,0.030931489319501012
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,13,100,346.9831954067587,0.03233959030220777
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,14,100,341.9342246707844,0.05308989094630329
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,15,100,334.1763939179166,0.0635544872372251
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,16,100,335.6654947738325,0.04789604103438524
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,17,100,333.795125839096,0.04986478058976989
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,18,100,331.56207120597304,0.05252963128242948
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,19,100,331.14593986633406,0.045834307193751624
350,"(1, 3)",13,0.25,english,ascii,True,k-means++,10,1000,20,100,324.7199205553459,0.052349464598622594
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,2,100,400.79974417921153,0.028120002856125228
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,3,100,391.75053911455365,0.03485809845162845
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,4,100,385.37074716260287,0.03567473914794358
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,5,100,378.62439025642016,0.040388994585962776
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,6,100,371.59586133437216,0.04465629450580398
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,7,100,366.8922289198266,0.048533043639654556
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,8,100,363.7755220605209,0.04845198002225837
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,9,100,358.6515924681229,0.04384369391784061
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,10,100,354.9338339836971,0.05185871962214159
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,11,100,353.13443955235414,0.0391013813235511
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,12,100,355.84990319535234,0.030931489319501012
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,13,100,346.9831954067587,0.03233959030220777
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,14,100,341.9342246707844,0.05308989094630329
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,15,100,334.1763939179166,0.0635544872372251
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,16,100,335.6654947738325,0.04789604103438524
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,17,100,333.795125839096,0.04986478058976989
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,18,100,331.56207120597304,0.05252963128242948
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,19,100,331.14593986633406,0.045834307193751624
350,"(1, 3)",13,0.3,english,ascii,True,k-means++,10,1000,20,100,324.7199205553459,0.052349464598622594
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,2,100,400.45277681937625,0.02687731629439963
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,3,100,391.5536842547558,0.032670091784396324
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,4,100,383.8171970920323,0.03788705508030963
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,5,100,377.4093028389898,0.03985386982865031
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,6,100,371.9575801241815,0.045926359415773166
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,7,100,368.44955873939665,0.0422622241675245
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,8,100,363.5839047565945,0.04372727210907733
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,9,100,361.78892515241057,0.03763498450255045
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,10,100,355.3213142217926,0.04514746749562844
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,11,100,353.83046822662004,0.04591899535968971
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,12,100,350.6138072545682,0.04305015681654388
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,13,100,343.7937266684704,0.04698351507051267
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,14,100,339.29631606999635,0.05943881874513445
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,15,100,340.76551184372556,0.048317921266204496
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,16,100,331.40782594809394,0.05386260195024037
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,17,100,331.4714006707713,0.05940257775974781
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,18,100,329.2334475438397,0.04902600122616583
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,19,100,324.6642327268465,0.049319673916092696
350,"(1, 3)",13,0.35,english,ascii,True,k-means++,10,1000,20,100,328.5623996499093,0.04112178840254138
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,2,100,397.8183932529913,0.027736240882321402
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,3,100,389.017556119473,0.0329207611552773
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,4,100,379.85140926940915,0.03845957784165426
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,5,100,373.16004765614275,0.04290762817238537
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,6,100,367.57533745396876,0.04368370260834269
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,7,100,362.5144613919634,0.04642505642273242
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,8,100,360.8783945035126,0.04149459979987878
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,9,100,354.9278512696777,0.0457759786436161
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,10,100,350.1639238579286,0.04821861464420608
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,11,100,353.4442796177193,0.03977141993983424
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,12,100,345.2928901908664,0.04762000788813182
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,13,100,340.64836475485265,0.0535822706384993
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,14,100,338.28401094547,0.043650343796831234
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,15,100,332.1815213337509,0.05317110111253144
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,16,100,326.7239933847741,0.06031345287858317
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,17,100,329.6754902294762,0.04478343124136939
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,18,100,321.21257305315083,0.045667736545165906
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,19,100,326.83840397908966,0.03909105770118995
350,"(1, 3)",13,0.4,english,ascii,True,k-means++,10,1000,20,100,321.670931892381,0.04762503491249346
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,2,100,390.6786801626723,0.03499580926240597
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,3,100,381.03892611788353,0.03932249831550279
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,4,100,373.47732750088574,0.0433542912373266
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,5,100,366.94130314301054,0.04674377518759825
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,6,100,362.4489085356038,0.043062355824779824
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,7,100,357.0462141487442,0.04854499717309252
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,8,100,353.0579202230855,0.04993926721745688
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,9,100,348.64753201658596,0.0423001241636273
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,10,100,345.7467249859101,0.04496940420390625
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,11,100,342.4785025302807,0.049608956107557
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,12,100,338.3308182542623,0.05453525840740619
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,13,100,334.16748720166726,0.053790134229287856
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,14,100,334.1006874766348,0.04843534526456807
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,15,100,326.56338913531204,0.06226953426380443
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,16,100,323.0889911290368,0.0606752078778272
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,17,100,323.9939202649094,0.058349262112915024
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,18,100,321.8645304090933,0.041611406146594095
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,19,100,316.89637924097826,0.04755283226851192
350,"(1, 3)",13,0.45,english,ascii,True,k-means++,10,1000,20,100,314.0063244941995,0.0545603194927818
350,"(1, 3)",13,0.5,english,ascii,True,k-means++,10,1000,2,100,390.6786801626723,0.03499580926240597
350,"(1, 3)",13,0.5,english,ascii,True,k-means++,10,1000,3,100,381.03892611788353,0.03932249831550279
350,"(1, 3)",13,0.5,english,ascii,True,k-means++,10,1000,4,100,373.47732750088574,0.0433542912373266
350,"(1, 3)",13,0.5,english,ascii,True,k-means++,10,1000,5,100,366.94130314301054,0.04674377518759825
